Trial,S1_val,S1_std,S2_val,S2_std
97,-2.0661,0.4,-0.8161,0.4
98,-3.3161,0.4,-0.8161,0.4
99,0.9339,0.4,-0.8161,0.4
100,-2.3161,0.4,-0.8161,0.4
101,0.18389999999999995,0.4,-0.8161,0.4
102,-1.0661,0.4,-0.8161,0.4
103,0.6839,0.4,-0.8161,0.4
104,0.6839,0.4,-0.8161,0.4
105,-1.8161,0.4,-0.8161,0.4
106,-3.8161,0.4,-0.8161,0.4
107,-3.8161,0.4,-0.8161,0.4
108,0.9339,0.4,-0.8161,0.4
109,-3.8161,0.4,-0.8161,0.4
110,-0.31610000000000005,0.4,-0.8161,0.4
111,-1.8161,0.4,-0.8161,0.4
112,1.6839,0.4,-0.8161,0.4
113,-0.8161,0.4,-0.8161,0.4
114,-3.0661,0.4,-0.8161,0.4
115,-3.3161,0.4,-0.8161,0.4
116,-2.0661,0.4,-0.8161,0.4
117,-0.5661,0.4,-0.8161,0.4
118,-3.3161,0.4,-0.8161,0.4
119,-3.5661,0.4,-0.8161,0.4
120,0.6839,0.4,-0.8161,0.4
121,0.18389999999999995,0.4,-0.8161,0.4
122,1.9339,0.4,-0.8161,0.4
123,1.9339,0.4,-0.8161,0.4
124,-2.3161,0.4,-0.8161,0.4
125,-3.3161,0.4,-0.8161,0.4
126,1.1839,0.4,-0.8161,0.4
127,1.4339,0.4,-0.8161,0.4
128,-0.8161,0.4,-0.8161,0.4
129,1.1839,0.4,-0.8161,0.4
130,-2.0661,0.4,-0.8161,0.4
131,1.1839,0.4,-0.8161,0.4
132,-3.5661,0.4,-0.8161,0.4
133,0.18389999999999995,0.4,-0.8161,0.4
134,2.1839,0.4,-0.8161,0.4
135,-1.5661,0.4,-0.8161,0.4
136,-3.8161,0.4,-0.8161,0.4
137,-1.8161,0.4,-0.8161,0.4
138,-2.5661,0.4,-0.8161,0.4
139,0.18389999999999995,0.4,-0.8161,0.4
140,-2.8161,0.4,-0.8161,0.4
141,0.9339,0.4,-0.8161,0.4
142,-2.8161,0.4,-0.8161,0.4
143,2.1839,0.4,-0.8161,0.4
144,-3.0661,0.4,-0.8161,0.4
145,-1.5661,0.4,-0.8161,0.4
146,1.4339,0.4,-0.8161,0.4
147,-1.0661,0.4,-0.8161,0.4
148,0.18389999999999995,0.4,-0.8161,0.4
149,-2.5661,0.4,-0.8161,0.4
150,-0.5661,0.4,-0.8161,0.4
151,1.6839,0.4,-0.8161,0.4
152,1.1839,0.4,-0.8161,0.4
153,0.18389999999999995,0.4,-0.8161,0.4
154,2.1839,0.4,-0.8161,0.4
155,-1.8161,0.4,-0.8161,0.4
156,1.9339,0.4,-0.8161,0.4
157,0.9339,0.4,-0.8161,0.4
158,-3.3161,0.4,-0.8161,0.4
159,-2.5661,0.4,-0.8161,0.4
160,-3.8161,0.4,-0.8161,0.4
161,-2.3161,0.4,-0.8161,0.4
162,-2.5661,0.4,-0.8161,0.4
163,0.43389999999999995,0.4,-0.8161,0.4
164,1.9339,0.4,-0.8161,0.4
165,-3.5661,0.4,-0.8161,0.4
166,-3.5661,0.4,-0.8161,0.4
167,2.1839,0.4,-0.8161,0.4
168,0.43389999999999995,0.4,-0.8161,0.4
169,0.18389999999999995,0.4,-0.8161,0.4
170,-2.3161,0.4,-0.8161,0.4
171,-2.8161,0.4,-0.8161,0.4
172,0.6839,0.4,-0.8161,0.4
173,-1.8161,0.4,-0.8161,0.4
174,-1.0661,0.4,-0.8161,0.4
175,-3.3161,0.4,-0.8161,0.4
176,-3.0661,0.4,-0.8161,0.4
177,0.6839,0.4,-0.8161,0.4
178,-1.0661,0.4,-0.8161,0.4
179,-1.8161,0.4,-0.8161,0.4
180,1.4339,0.4,-0.8161,0.4
181,-2.8161,0.4,-0.8161,0.4
182,-1.5661,0.4,-0.8161,0.4
183,-3.0661,0.4,-0.8161,0.4
184,-3.8161,0.4,-0.8161,0.4
185,1.4339,0.4,-0.8161,0.4
186,-0.5661,0.4,-0.8161,0.4
187,0.18389999999999995,0.4,-0.8161,0.4
188,-2.3161,0.4,-0.8161,0.4
189,0.43389999999999995,0.4,-0.8161,0.4
190,1.6839,0.4,-0.8161,0.4
191,-1.5661,0.4,-0.8161,0.4
192,-0.31610000000000005,0.4,-0.8161,0.4
193,1.6839,0.4,-0.8161,0.4
194,1.6839,0.4,-0.8161,0.4
195,-0.06610000000000005,0.4,-0.8161,0.4
196,-3.3161,0.4,-0.8161,0.4
197,-0.06610000000000005,0.4,-0.8161,0.4
198,-2.8161,0.4,-0.8161,0.4
199,-0.8161,0.4,-0.8161,0.4
200,-2.3161,0.4,-0.8161,0.4
201,0.18389999999999995,0.4,-0.8161,0.4
202,-1.3161,0.4,-0.8161,0.4
203,-2.0661,0.4,-0.8161,0.4
204,-2.0661,0.4,-0.8161,0.4
205,0.9339,0.4,-0.8161,0.4
206,-0.06610000000000005,0.4,-0.8161,0.4
207,-3.0661,0.4,-0.8161,0.4
208,-1.0661,0.4,-0.8161,0.4
209,-2.5661,0.4,-0.8161,0.4
210,-0.31610000000000005,0.4,-0.8161,0.4
211,-3.5661,0.4,-0.8161,0.4
212,0.9339,0.4,-0.8161,0.4
213,-0.8161,0.4,-0.8161,0.4
214,2.1839,0.4,-0.8161,0.4
215,-2.8161,0.4,-0.8161,0.4
216,-2.5661,0.4,-0.8161,0.4
217,1.1839,0.4,-0.8161,0.4
218,-2.0661,0.4,-0.8161,0.4
219,1.6839,0.4,-0.8161,0.4
220,-3.0661,0.4,-0.8161,0.4
221,1.1839,0.4,-0.8161,0.4
222,-0.06610000000000005,0.4,-0.8161,0.4
223,-0.8161,0.4,-0.8161,0.4
224,-1.5661,0.4,-0.8161,0.4
225,-3.0661,0.4,-0.8161,0.4
226,-2.0661,0.4,-0.8161,0.4
227,-3.8161,0.4,-0.8161,0.4
228,-3.8161,0.4,-0.8161,0.4
229,1.1839,0.4,-0.8161,0.4
230,1.9339,0.4,-0.8161,0.4
231,0.43389999999999995,0.4,-0.8161,0.4
232,-2.0661,0.4,-0.8161,0.4
233,-0.8161,0.4,-0.8161,0.4
234,0.9339,0.4,-0.8161,0.4
235,0.18389999999999995,0.4,-0.8161,0.4
236,0.43389999999999995,0.4,-0.8161,0.4
237,1.6839,0.4,-0.8161,0.4
238,1.1839,0.4,-0.8161,0.4
239,1.1839,0.4,-0.8161,0.4
240,2.1839,0.4,-0.8161,0.4
241,-1.3161,0.4,-0.8161,0.4
242,0.43389999999999995,0.4,-0.8161,0.4
243,-0.5661,0.4,-0.8161,0.4
244,-3.5661,0.4,-0.8161,0.4
245,-1.8161,0.4,-0.8161,0.4
246,-1.8161,0.4,-0.8161,0.4
247,1.6839,0.4,-0.8161,0.4
248,0.9339,0.4,-0.8161,0.4
249,0.9339,0.4,-0.8161,0.4
250,-1.3161,0.4,-0.8161,0.4
251,0.43389999999999995,0.4,-0.8161,0.4
252,-2.8161,0.4,-0.8161,0.4
253,1.6839,0.4,-0.8161,0.4
254,-1.3161,0.4,-0.8161,0.4
255,0.43389999999999995,0.4,-0.8161,0.4
256,0.18389999999999995,0.4,-0.8161,0.4
257,-2.3161,0.4,-0.8161,0.4
258,-1.5661,0.4,-0.8161,0.4
259,0.18389999999999995,0.4,-0.8161,0.4
260,0.9339,0.4,-0.8161,0.4
261,0.9339,0.4,-0.8161,0.4
262,-3.0661,0.4,-0.8161,0.4
263,-1.5661,0.4,-0.8161,0.4
264,0.18389999999999995,0.4,-0.8161,0.4
265,2.1839,0.4,-0.8161,0.4
266,0.9339,0.4,-0.8161,0.4
267,-1.5661,0.4,-0.8161,0.4
268,-3.0661,0.4,-0.8161,0.4
269,0.43389999999999995,0.4,-0.8161,0.4
270,-0.31610000000000005,0.4,-0.8161,0.4
271,-2.5661,0.4,-0.8161,0.4
272,-3.8161,0.4,-0.8161,0.4
273,-2.5661,0.4,-0.8161,0.4
274,2.1839,0.4,-0.8161,0.4
275,-0.31610000000000005,0.4,-0.8161,0.4
276,1.4339,0.4,-0.8161,0.4
277,1.9339,0.4,-0.8161,0.4
278,1.1839,0.4,-0.8161,0.4
279,-2.3161,0.4,-0.8161,0.4
280,1.6839,0.4,-0.8161,0.4
281,0.9339,0.4,-0.8161,0.4
282,1.4339,0.4,-0.8161,0.4
283,1.1839,0.4,-0.8161,0.4
284,-1.0661,0.4,-0.8161,0.4
285,-3.0661,0.4,-0.8161,0.4
286,-1.3161,0.4,-0.8161,0.4
287,-3.0661,0.4,-0.8161,0.4
288,1.1839,0.4,-0.8161,0.4
289,-3.5661,0.4,-0.8161,0.4
290,1.9339,0.4,-0.8161,0.4
291,-1.5661,0.4,-0.8161,0.4
292,0.9339,0.4,-0.8161,0.4
293,-3.5661,0.4,-0.8161,0.4
294,1.4339,0.4,-0.8161,0.4
295,-0.5661,0.4,-0.8161,0.4
296,0.18389999999999995,0.4,-0.8161,0.4
297,-0.5661,0.4,-0.8161,0.4
298,1.4339,0.4,-0.8161,0.4
299,0.9339,0.4,-0.8161,0.4
300,-0.5661,0.4,-0.8161,0.4
301,-2.3161,0.4,-0.8161,0.4
302,-1.8161,0.4,-0.8161,0.4
303,2.1839,0.4,-0.8161,0.4
304,0.6839,0.4,-0.8161,0.4
305,-2.5661,0.4,-0.8161,0.4
306,-2.3161,0.4,-0.8161,0.4
307,2.1839,0.4,-0.8161,0.4
308,0.43389999999999995,0.4,-0.8161,0.4
309,-1.0661,0.4,-0.8161,0.4
310,-2.5661,0.4,-0.8161,0.4
311,-2.0661,0.4,-0.8161,0.4
312,1.1839,0.4,-0.8161,0.4
313,-2.0661,0.4,-0.8161,0.4
314,-1.3161,0.4,-0.8161,0.4
315,0.6839,0.4,-0.8161,0.4
316,-1.0661,0.4,-0.8161,0.4
317,-1.0661,0.4,-0.8161,0.4
318,-0.8161,0.4,-0.8161,0.4
319,-2.8161,0.4,-0.8161,0.4
320,0.6839,0.4,-0.8161,0.4
321,-0.06610000000000005,0.4,-0.8161,0.4
322,0.9339,0.4,-0.8161,0.4
323,-1.0661,0.4,-0.8161,0.4
324,-0.31610000000000005,0.4,-0.8161,0.4
325,-0.5661,0.4,-0.8161,0.4
326,2.1839,0.4,-0.8161,0.4
327,-3.5661,0.4,-0.8161,0.4
328,1.9339,0.4,-0.8161,0.4
329,-2.8161,0.4,-0.8161,0.4
330,-2.8161,0.4,-0.8161,0.4
331,2.1839,0.4,-0.8161,0.4
332,-0.31610000000000005,0.4,-0.8161,0.4
333,2.1839,0.4,-0.8161,0.4
334,0.18389999999999995,0.4,-0.8161,0.4
335,-1.8161,0.4,-0.8161,0.4
336,0.18389999999999995,0.4,-0.8161,0.4
337,-3.0661,0.4,-0.8161,0.4
338,-3.5661,0.4,-0.8161,0.4
339,-1.0661,0.4,-0.8161,0.4
340,-1.5661,0.4,-0.8161,0.4
341,-3.3161,0.4,-0.8161,0.4
342,-1.8161,0.4,-0.8161,0.4
343,0.43389999999999995,0.4,-0.8161,0.4
344,0.9339,0.4,-0.8161,0.4
345,0.6839,0.4,-0.8161,0.4
346,0.18389999999999995,0.4,-0.8161,0.4
347,-2.8161,0.4,-0.8161,0.4
348,-0.31610000000000005,0.4,-0.8161,0.4
349,-2.3161,0.4,-0.8161,0.4
350,0.9339,0.4,-0.8161,0.4
351,-3.8161,0.4,-0.8161,0.4
352,-1.5661,0.4,-0.8161,0.4
353,-3.0661,0.4,-0.8161,0.4
354,0.43389999999999995,0.4,-0.8161,0.4
355,-0.06610000000000005,0.4,-0.8161,0.4
356,-0.5661,0.4,-0.8161,0.4
357,-1.3161,0.4,-0.8161,0.4
358,-0.06610000000000005,0.4,-0.8161,0.4
359,-1.3161,0.4,-0.8161,0.4
360,-3.0661,0.4,-0.8161,0.4
361,-1.0661,0.4,-0.8161,0.4
362,-0.06610000000000005,0.4,-0.8161,0.4
363,0.9339,0.4,-0.8161,0.4
364,1.1839,0.4,-0.8161,0.4
365,0.6839,0.4,-0.8161,0.4
366,-0.06610000000000005,0.4,-0.8161,0.4
367,-3.5661,0.4,-0.8161,0.4
368,-1.0661,0.4,-0.8161,0.4
369,-3.8161,0.4,-0.8161,0.4
370,1.4339,0.4,-0.8161,0.4
371,-3.3161,0.4,-0.8161,0.4
372,0.9339,0.4,-0.8161,0.4
373,0.9339,0.4,-0.8161,0.4
374,0.18389999999999995,0.4,-0.8161,0.4
375,0.43389999999999995,0.4,-0.8161,0.4
376,-0.5661,0.4,-0.8161,0.4
377,1.1839,0.4,-0.8161,0.4
378,2.1839,0.4,-0.8161,0.4
379,1.9339,0.4,-0.8161,0.4
380,-3.3161,0.4,-0.8161,0.4
381,1.6839,0.4,-0.8161,0.4
382,1.1839,0.4,-0.8161,0.4
383,0.43389999999999995,0.4,-0.8161,0.4
384,-0.06610000000000005,0.4,-0.8161,0.4
385,-0.5661,0.4,-0.8161,0.4
386,-2.3161,0.4,-0.8161,0.4
387,0.9339,0.4,-0.8161,0.4
388,0.9339,0.4,-0.8161,0.4
389,-2.5661,0.4,-0.8161,0.4
390,0.18389999999999995,0.4,-0.8161,0.4
391,-1.3161,0.4,-0.8161,0.4
392,0.18389999999999995,0.4,-0.8161,0.4
393,1.4339,0.4,-0.8161,0.4
394,-1.5661,0.4,-0.8161,0.4
395,1.4339,0.4,-0.8161,0.4
396,-1.3161,0.4,-0.8161,0.4
397,-2.8161,0.4,-0.8161,0.4
398,1.6839,0.4,-0.8161,0.4
399,2.1839,0.4,-0.8161,0.4
400,-0.8161,0.4,-0.8161,0.4
401,0.18389999999999995,0.4,-0.8161,0.4
402,-2.3161,0.4,-0.8161,0.4
403,1.9339,0.4,-0.8161,0.4
404,1.1839,0.4,-0.8161,0.4
405,-2.5661,0.4,-0.8161,0.4
406,-0.31610000000000005,0.4,-0.8161,0.4
407,-2.3161,0.4,-0.8161,0.4
408,-2.3161,0.4,-0.8161,0.4
409,-3.8161,0.4,-0.8161,0.4
410,1.6839,0.4,-0.8161,0.4
411,0.9339,0.4,-0.8161,0.4
412,-2.5661,0.4,-0.8161,0.4
413,-0.06610000000000005,0.4,-0.8161,0.4
414,-3.5661,0.4,-0.8161,0.4
415,-1.0661,0.4,-0.8161,0.4
416,-1.0661,0.4,-0.8161,0.4
417,-3.5661,0.4,-0.8161,0.4
418,0.6839,0.4,-0.8161,0.4
419,-1.0661,0.4,-0.8161,0.4
420,1.6839,0.4,-0.8161,0.4
421,-2.8161,0.4,-0.8161,0.4
422,-1.0661,0.4,-0.8161,0.4
423,-2.8161,0.4,-0.8161,0.4
424,-1.8161,0.4,-0.8161,0.4
425,-0.06610000000000005,0.4,-0.8161,0.4
426,0.18389999999999995,0.4,-0.8161,0.4
427,-0.06610000000000005,0.4,-0.8161,0.4
428,-2.3161,0.4,-0.8161,0.4
429,-2.8161,0.4,-0.8161,0.4
430,1.9339,0.4,-0.8161,0.4
431,-0.8161,0.4,-0.8161,0.4
432,-3.3161,0.4,-0.8161,0.4
433,-2.5661,0.4,-0.8161,0.4
434,-2.8161,0.4,-0.8161,0.4
435,-1.5661,0.4,-0.8161,0.4
436,-0.8161,0.4,-0.8161,0.4
437,-0.06610000000000005,0.4,-0.8161,0.4
438,-2.5661,0.4,-0.8161,0.4
439,-3.3161,0.4,-0.8161,0.4
440,0.18389999999999995,0.4,-0.8161,0.4
441,0.6839,0.4,-0.8161,0.4
442,-1.3161,0.4,-0.8161,0.4
443,-3.0661,0.4,-0.8161,0.4
444,1.9339,0.4,-0.8161,0.4
445,-3.3161,0.4,-0.8161,0.4
446,0.6839,0.4,-0.8161,0.4
447,0.18389999999999995,0.4,-0.8161,0.4
448,-1.3161,0.4,-0.8161,0.4
449,0.9339,0.4,-0.8161,0.4
450,2.1839,0.4,-0.8161,0.4
451,-1.8161,0.4,-0.8161,0.4
452,-1.8161,0.4,-0.8161,0.4
453,-3.0661,0.4,-0.8161,0.4
454,-0.31610000000000005,0.4,-0.8161,0.4
455,-0.31610000000000005,0.4,-0.8161,0.4
456,0.43389999999999995,0.4,-0.8161,0.4
457,1.1839,0.4,-0.8161,0.4
458,0.43389999999999995,0.4,-0.8161,0.4
459,-3.8161,0.4,-0.8161,0.4
460,-3.3161,0.4,-0.8161,0.4
461,-0.8161,0.4,-0.8161,0.4
462,-2.8161,0.4,-0.8161,0.4
463,-2.8161,0.4,-0.8161,0.4
464,-1.3161,0.4,-0.8161,0.4
465,-2.8161,0.4,-0.8161,0.4
466,-1.3161,0.4,-0.8161,0.4
467,-1.5661,0.4,-0.8161,0.4
468,0.43389999999999995,0.4,-0.8161,0.4
469,-1.5661,0.4,-0.8161,0.4
470,1.4339,0.4,-0.8161,0.4
471,-3.3161,0.4,-0.8161,0.4
472,0.43389999999999995,0.4,-0.8161,0.4
473,-2.5661,0.4,-0.8161,0.4
474,-2.5661,0.4,-0.8161,0.4
475,-1.0661,0.4,-0.8161,0.4
476,-2.0661,0.4,-0.8161,0.4
477,-1.5661,0.4,-0.8161,0.4
478,-3.3161,0.4,-0.8161,0.4
479,-1.8161,0.4,-0.8161,0.4
480,-1.8161,0.4,-0.8161,0.4
481,1.6839,0.4,-0.8161,0.4
482,-2.0661,0.4,-0.8161,0.4
483,-0.31610000000000005,0.4,-0.8161,0.4
484,2.1839,0.4,-0.8161,0.4
485,-0.8161,0.4,-0.8161,0.4
486,-1.0661,0.4,-0.8161,0.4
487,-3.3161,0.4,-0.8161,0.4
488,1.1839,0.4,-0.8161,0.4
489,1.4339,0.4,-0.8161,0.4
490,-1.5661,0.4,-0.8161,0.4
491,-2.5661,0.4,-0.8161,0.4
492,-0.06610000000000005,0.4,-0.8161,0.4
493,1.4339,0.4,-0.8161,0.4
494,1.9339,0.4,-0.8161,0.4
495,1.4339,0.4,-0.8161,0.4
496,-1.5661,0.4,-0.8161,0.4
497,-1.0661,0.4,-0.8161,0.4
498,-3.0661,0.4,-0.8161,0.4
499,1.1839,0.4,-0.8161,0.4
500,0.43389999999999995,0.4,-0.8161,0.4
501,-2.0661,0.4,-0.8161,0.4
502,1.9339,0.4,-0.8161,0.4
503,-1.3161,0.4,-0.8161,0.4
504,-3.5661,0.4,-0.8161,0.4
505,-1.5661,0.4,-0.8161,0.4
506,1.1839,0.4,-0.8161,0.4
507,-3.3161,0.4,-0.8161,0.4
508,-2.3161,0.4,-0.8161,0.4
509,-2.3161,0.4,-0.8161,0.4
510,1.1839,0.4,-0.8161,0.4
511,-2.0661,0.4,-0.8161,0.4
512,-1.8161,0.4,-0.8161,0.4
513,1.4339,0.4,-0.8161,0.4
514,2.1839,0.4,-0.8161,0.4
515,0.6839,0.4,-0.8161,0.4
516,-2.0661,0.4,-0.8161,0.4
517,-3.3161,0.4,-0.8161,0.4
518,-2.3161,0.4,-0.8161,0.4
519,1.4339,0.4,-0.8161,0.4
520,1.4339,0.4,-0.8161,0.4
521,1.6839,0.4,-0.8161,0.4
522,0.43389999999999995,0.4,-0.8161,0.4
523,0.9339,0.4,-0.8161,0.4
524,-1.3161,0.4,-0.8161,0.4
525,-0.31610000000000005,0.4,-0.8161,0.4
526,-0.5661,0.4,-0.8161,0.4
527,-0.8161,0.4,-0.8161,0.4
528,-0.31610000000000005,0.4,-0.8161,0.4
529,-2.8161,0.4,-0.8161,0.4
530,-1.5661,0.4,-0.8161,0.4
531,1.6839,0.4,-0.8161,0.4
532,-3.5661,0.4,-0.8161,0.4
533,0.43389999999999995,0.4,-0.8161,0.4
534,1.6839,0.4,-0.8161,0.4
535,-1.5661,0.4,-0.8161,0.4
536,-0.06610000000000005,0.4,-0.8161,0.4
537,1.9339,0.4,-0.8161,0.4
538,0.6839,0.4,-0.8161,0.4
539,-0.06610000000000005,0.4,-0.8161,0.4
540,-2.8161,0.4,-0.8161,0.4
541,1.9339,0.4,-0.8161,0.4
542,0.18389999999999995,0.4,-0.8161,0.4
543,-2.5661,0.4,-0.8161,0.4
544,-1.5661,0.4,-0.8161,0.4
545,1.9339,0.4,-0.8161,0.4
546,0.43389999999999995,0.4,-0.8161,0.4
547,-1.5661,0.4,-0.8161,0.4
548,-2.0661,0.4,-0.8161,0.4
549,-2.3161,0.4,-0.8161,0.4
550,-2.5661,0.4,-0.8161,0.4
551,-0.8161,0.4,-0.8161,0.4
552,1.6839,0.4,-0.8161,0.4
553,-1.0661,0.4,-0.8161,0.4
554,1.9339,0.4,-0.8161,0.4
555,-1.5661,0.4,-0.8161,0.4
556,-2.5661,0.4,-0.8161,0.4
557,-2.5661,0.4,-0.8161,0.4
558,1.4339,0.4,-0.8161,0.4
559,-0.06610000000000005,0.4,-0.8161,0.4
560,-3.8161,0.4,-0.8161,0.4
561,-3.3161,0.4,-0.8161,0.4
562,-2.8161,0.4,-0.8161,0.4
563,-0.5661,0.4,-0.8161,0.4
564,2.1839,0.4,-0.8161,0.4
565,-0.5661,0.4,-0.8161,0.4
566,-3.3161,0.4,-0.8161,0.4
567,-1.5661,0.4,-0.8161,0.4
568,-1.3161,0.4,-0.8161,0.4
569,-0.31610000000000005,0.4,-0.8161,0.4
570,-0.8161,0.4,-0.8161,0.4
571,-1.5661,0.4,-0.8161,0.4
572,-3.3161,0.4,-0.8161,0.4
573,1.4339,0.4,-0.8161,0.4
574,0.43389999999999995,0.4,-0.8161,0.4
575,-3.0661,0.4,-0.8161,0.4
576,0.18389999999999995,0.4,-0.8161,0.4
577,-2.3161,0.4,-0.8161,0.4
578,-2.5661,0.4,-0.8161,0.4
579,-2.8161,0.4,-0.8161,0.4
580,0.18389999999999995,0.4,-0.8161,0.4
581,0.43389999999999995,0.4,-0.8161,0.4
582,-1.0661,0.4,-0.8161,0.4
583,2.1839,0.4,-0.8161,0.4
584,-0.06610000000000005,0.4,-0.8161,0.4
585,1.4339,0.4,-0.8161,0.4
586,-1.5661,0.4,-0.8161,0.4
587,-1.8161,0.4,-0.8161,0.4
588,0.43389999999999995,0.4,-0.8161,0.4
589,-3.8161,0.4,-0.8161,0.4
590,2.1839,0.4,-0.8161,0.4
591,-2.0661,0.4,-0.8161,0.4
592,-2.5661,0.4,-0.8161,0.4
593,-3.8161,0.4,-0.8161,0.4
594,0.18389999999999995,0.4,-0.8161,0.4
595,-1.5661,0.4,-0.8161,0.4
596,2.1839,0.4,-0.8161,0.4
597,-3.8161,0.4,-0.8161,0.4
598,-1.5661,0.4,-0.8161,0.4
599,-2.8161,0.4,-0.8161,0.4
600,-3.3161,0.4,-0.8161,0.4
601,-1.3161,0.4,-0.8161,0.4
602,-0.8161,0.4,-0.8161,0.4
603,-0.31610000000000005,0.4,-0.8161,0.4
604,0.6839,0.4,-0.8161,0.4
605,1.6839,0.4,-0.8161,0.4
606,-1.5661,0.4,-0.8161,0.4
607,2.1839,0.4,-0.8161,0.4
608,-0.5661,0.4,-0.8161,0.4
609,1.9339,0.4,-0.8161,0.4
610,-2.3161,0.4,-0.8161,0.4
611,-2.5661,0.4,-0.8161,0.4
612,-2.0661,0.4,-0.8161,0.4
613,-2.5661,0.4,-0.8161,0.4
614,2.1839,0.4,-0.8161,0.4
615,-0.5661,0.4,-0.8161,0.4
616,0.6839,0.4,-0.8161,0.4
617,-2.0661,0.4,-0.8161,0.4
618,-1.5661,0.4,-0.8161,0.4
619,-1.5661,0.4,-0.8161,0.4
620,-0.31610000000000005,0.4,-0.8161,0.4
621,2.1839,0.4,-0.8161,0.4
622,1.1839,0.4,-0.8161,0.4
623,0.9339,0.4,-0.8161,0.4
624,-3.0661,0.4,-0.8161,0.4
625,-1.0661,0.4,-0.8161,0.4
626,-0.5661,0.4,-0.8161,0.4
